index,player,total_shots,onTarget,offTarget,post,blocked,goals,xG_total,onTarget_percentage%,Shot_to_goal_ratio,Shot_onTarget_to_goal_ratio,xG/shot,team,MP,competition
301,Michael Krohn-Dehli,25,3,11,1,7,1,3.1831758664,12.0,4.0,33.33333333333333,0.127327034656,Sevilla,14,Spain - La Liga
302,Miguel Filipe Nunes Cardoso,3,0,2,0,1,0,0.093227425,0.0,0.0,0.0,0.031075808333333333,RC Deportivo La Coruña,1,Spain - La Liga
303,Miguel Torres Gómez,1,0,1,0,0,0,0.015848313,0.0,0.0,0.0,0.015848313,Málaga,1,Spain - La Liga
304,Miguel Ángel Guerrero Martín,22,8,6,0,5,2,2.473548937,36.36363636363637,9.090909090909092,25.0,0.11243404259090908,Sporting Gijón,11,Spain - La Liga
305,Mikel Arruabarrena Aranbide,1,1,0,0,0,1,0.908745,100.0,100.0,100.0,0.908745,Eibar,1,Spain - La Liga
306,Mikel Balenziaga Oruesagasti,8,0,6,0,0,0,0.1567500425,0.0,0.0,0.0,0.0195937553125,Athletic Club,8,Spain - La Liga
307,Mikel González de Martín Martínez,5,0,3,0,1,0,0.287824111,0.0,0.0,0.0,0.0575648222,Real Sociedad,4,Spain - La Liga
308,Mikel Oyarzabal Ugarte,32,10,13,1,4,6,3.049755573,31.25,18.75,60.0,0.09530486165625,Real Sociedad,17,Spain - La Liga
309,Mikel Rico Moreno,11,4,3,0,3,1,0.570646976,36.36363636363637,9.090909090909092,25.0,0.05187699781818182,Athletic Club,6,Spain - La Liga
310,Mikel San José Domínguez,26,7,10,0,6,2,2.183685165,26.923076923076923,7.6923076923076925,28.57142857142857,0.08398789096153846,Athletic Club,17,Spain - La Liga
311,Moisés Gómez Bordonado,16,9,5,0,2,2,1.077038205,56.25,12.5,22.22222222222222,0.0673148878125,Getafe,12,Spain - La Liga
312,Mubarak Wakaso,19,6,3,0,8,1,0.4496977587,31.57894736842105,5.263157894736842,16.666666666666664,0.023668303089473684,Las Palmas,11,Spain - La Liga
313,Munir El Haddadi Mohamed,17,6,9,0,1,3,4.141642312,35.294117647058826,17.647058823529413,50.0,0.24362601835294118,Barcelona,11,Spain - La Liga
314,Nabil El Zhar,28,13,6,1,7,2,1.7537265735,46.42857142857143,7.142857142857142,15.384615384615385,0.06263309191071428,Las Palmas,15,Spain - La Liga
315,Nabil Ghilas,21,5,9,0,7,0,1.687444693,23.809523809523807,0.0,0.0,0.0803545091904762,Levante UD,11,Spain - La Liga
316,Nauzet Alemán Viera,3,0,2,0,0,0,0.181780575,0.0,0.0,0.0,0.060593525,Las Palmas,3,Spain - La Liga
317,Nemanja Radoja,6,1,3,0,1,0,0.2905051663,16.666666666666664,0.0,0.0,0.048417527716666665,Celta Vigo,5,Spain - La Liga
318,Neymar da Silva Santos Junior,123,57,37,5,22,24,20.4726230755,46.34146341463415,19.51219512195122,42.10526315789473,0.16644409004471544,Barcelona,34,Spain - La Liga
319,Nicolás Federico López Alonso,7,0,2,0,5,0,0.383783559,0.0,0.0,0.0,0.054826222714285715,Granada,4,Spain - La Liga
320,Nicolás Ladislao Fedor Flores,42,19,13,2,6,9,10.05265,45.23809523809524,21.428571428571427,47.368421052631575,0.23934880952380952,Rayo Vallecano,15,Spain - La Liga
321,Nordin Amrabat,28,8,10,0,9,0,2.3520976144,28.57142857142857,0.0,0.0,0.08400348622857143,Málaga,11,Spain - La Liga
322,Omar Mascarell González,11,1,6,1,3,0,0.306479805,9.090909090909092,0.0,0.0,0.027861800454545452,Sporting Gijón,7,Spain - La Liga
323,Oriol Riera Magem,24,6,8,2,6,2,2.822080491,25.0,8.333333333333332,33.33333333333333,0.11758668712499999,RC Deportivo La Coruña,12,Spain - La Liga
324,Pablo Daniel Piatti,11,4,6,0,0,0,1.317824786,36.36363636363637,0.0,0.0,0.11980225327272728,Valencia,7,Spain - La Liga
325,Pablo Fornals Malla,22,4,10,0,7,1,1.4170970788,18.181818181818183,4.545454545454546,25.0,0.06441350358181817,Málaga,14,Spain - La Liga
326,Pablo Hernández Domínguez,35,11,10,1,12,3,2.401967648,31.428571428571427,8.571428571428571,27.27272727272727,0.06862764708571428,Rayo Vallecano,18,Spain - La Liga
327,Pablo Pérez Rodríguez,18,8,3,1,4,0,1.750078349,44.44444444444444,0.0,0.0,0.09722657494444445,Sporting Gijón,10,Spain - La Liga
328,Pablo Sarabia García,65,33,18,0,12,7,4.2922296586,50.76923076923077,10.76923076923077,21.21212121212121,0.06603430244,Getafe,28,Spain - La Liga
329,Papa Kouly Diop,22,8,9,1,2,3,1.5199058644999999,36.36363636363637,13.636363636363635,37.5,0.06908663020454545,Espanyol,17,Spain - La Liga
330,Patrick Ebert,10,4,4,1,1,0,1.1639035636000001,40.0,0.0,0.0,0.11639035636000002,Rayo Vallecano,5,Spain - La Liga
331,Pedro Bigas Rigo,15,5,5,0,4,3,1.077753425,33.33333333333333,20.0,60.0,0.07185022833333334,Las Palmas,12,Spain - La Liga
332,Pedro León Sánchez Gil,44,10,20,3,10,2,3.4567753991,22.727272727272727,4.545454545454546,20.0,0.07856307725227273,Getafe,21,Spain - La Liga
333,Pedro López Muñoz,6,2,1,0,2,1,0.363542408,33.33333333333333,16.666666666666664,50.0,0.06059040133333333,Levante UD,6,Spain - La Liga
334,Pedro Mosquera Parada,30,4,13,0,10,0,1.5453007234,13.333333333333334,0.0,0.0,0.05151002411333334,RC Deportivo La Coruña,19,Spain - La Liga
335,Pedro Pablo Hernández,27,5,14,0,7,2,1.7812194036,18.51851851851852,7.4074074074074066,40.0,0.06597108902222222,Celta Vigo,17,Spain - La Liga
336,Pedro Taunausú Domínguez Placeres,31,16,9,0,4,5,2.806223571,51.61290322580645,16.129032258064516,31.25,0.090523341,Las Palmas,18,Spain - La Liga
337,Petros Matheus dos Santos Araújo,9,1,5,0,2,1,0.842020379,11.11111111111111,11.11111111111111,100.0,0.0935578198888889,Real Betis,6,Spain - La Liga
338,Rachid Aït-Atmane,6,1,1,0,3,0,0.359132734,16.666666666666664,0.0,0.0,0.05985545566666667,Sporting Gijón,5,Spain - La Liga
339,Rafael Alcântara do Nascimento,3,2,0,0,0,1,0.840331049,66.66666666666666,33.33333333333333,50.0,0.28011034966666665,Barcelona,3,Spain - La Liga
340,Rafael van der Vaart,6,1,4,0,1,0,0.339180408,16.666666666666664,0.0,0.0,0.056530067999999996,Real Betis,4,Spain - La Liga
341,Raphaël Varane,12,2,6,0,0,0,1.092070128,16.666666666666664,0.0,0.0,0.091005844,Real Madrid,11,Spain - La Liga
342,Raúl Albentosa Redal,17,7,5,0,2,2,1.6249732620000001,41.17647058823529,11.76470588235294,28.57142857142857,0.09558666247058824,Málaga,10,Spain - La Liga
343,Raúl García Escudero,79,21,29,4,22,7,5.3487873304999995,26.582278481012654,8.860759493670885,33.33333333333333,0.06770616874050632,Athletic Club,29,Spain - La Liga
344,Rene Krhin,8,1,5,0,1,0,0.517734972,12.5,0.0,0.0,0.0647168715,Granada,6,Spain - La Liga
345,Ricardo Jorge Luz Horta,18,2,9,1,6,0,1.1183640359,11.11111111111111,0.0,0.0,0.06213133532777778,Málaga,10,Spain - La Liga
346,Ricardo Miguel Moreira da Costa,9,3,4,0,1,1,0.774594651,33.33333333333333,11.11111111111111,33.33333333333333,0.08606607233333334,Granada,7,Spain - La Liga
347,Ricky van Wolfswinkel,15,5,4,0,1,1,2.11123673,33.33333333333333,6.666666666666667,20.0,0.1407491153333333,Real Betis,9,Spain - La Liga
348,Robert Ibáñez Castro,10,2,5,0,2,0,0.576243653,20.0,0.0,0.0,0.0576243653,Granada,8,Spain - La Liga
349,Roberto José Rosales Altuve,18,3,6,0,7,0,0.45891776500000003,16.666666666666664,0.0,0.0,0.025495431388888892,Málaga,12,Spain - La Liga
350,Roberto Lago Soto,4,0,1,0,2,0,0.10069657100000001,0.0,0.0,0.0,0.025174142750000003,Getafe,4,Spain - La Liga
351,Roberto Román Triguero,12,1,3,0,6,1,0.684320841,8.333333333333332,8.333333333333332,100.0,0.05702673675,Rayo Vallecano,9,Spain - La Liga
352,Roberto Soldado Rillo,41,21,12,2,4,5,4.949580899,51.21951219512195,12.195121951219512,23.809523809523807,0.12072148534146342,Villarreal,22,Spain - La Liga
353,Roberto Suárez Pier,1,1,0,0,0,0,0.34450844,100.0,0.0,0.0,0.34450844,RC Deportivo La Coruña,1,Spain - La Liga
354,Roberto Trashorras Gayoso,33,12,8,1,8,3,3.2320223973,36.36363636363637,9.090909090909092,25.0,0.09794007264545455,Rayo Vallecano,22,Spain - La Liga
355,Rodrigo Hernández Cascante,2,1,1,0,0,0,0.22915057,50.0,0.0,0.0,0.114575285,Villarreal,1,Spain - La Liga
356,Rodrigo Javier De Paul,10,2,1,0,6,0,0.522683042,20.0,0.0,0.0,0.052268304200000004,Valencia,5,Spain - La Liga
357,Rodrigo Moreno Machado,38,15,13,1,8,2,4.3710106314,39.473684210526315,5.263157894736842,13.333333333333334,0.11502659556315789,Valencia,19,Spain - La Liga
358,Roger Martí Salvador,21,11,5,1,3,0,1.885506334,52.38095238095239,0.0,0.0,0.0897860159047619,Levante UD,11,Spain - La Liga
359,Roque Luis Santa Cruz Cantero,5,2,2,0,1,2,0.842962184,40.0,40.0,100.0,0.1685924368,Málaga,3,Spain - La Liga
360,Roque Mesa Quevedo,33,7,18,0,6,1,1.8010881026,21.21212121212121,3.0303030303030303,14.285714285714285,0.054578427351515156,Las Palmas,18,Spain - La Liga
361,Rubén Castro Martín,103,47,26,1,24,19,16.6175140786,45.63106796116505,18.446601941747574,40.42553191489361,0.16133508814174757,Real Betis,35,Spain - La Liga
362,Rubén Duarte Sánchez,10,2,3,0,5,0,0.388189417,20.0,0.0,0.0,0.0388189417,Espanyol,8,Spain - La Liga
363,Rubén García Santos,16,7,2,0,6,1,0.719388785,43.75,6.25,14.285714285714285,0.0449617990625,Levante UD,13,Spain - La Liga
364,Rubén Gracia Calmache,10,5,2,0,2,0,0.430105804,50.0,0.0,0.0,0.0430105804,RC Deportivo La Coruña,7,Spain - La Liga
365,Rubén Pardo Gutiérrez,37,8,9,1,17,0,1.9191028093,21.62162162162162,0.0,0.0,0.05186764349459459,Real Sociedad,17,Spain - La Liga
366,Rubén Rochina Naixes,78,24,27,2,20,6,3.5993366078,30.76923076923077,7.6923076923076925,25.0,0.046145341125641025,Granada,29,Spain - La Liga
367,Rubén Salvador Pérez Del Mármol,17,1,7,0,6,0,0.7926000807,5.88235294117647,0.0,0.0,0.04662353415882353,Granada,12,Spain - La Liga
368,Rúben Miguel Nunes Vezo,3,0,0,0,1,0,0.154619965,0.0,0.0,0.0,0.051539988333333335,Valencia,3,Spain - La Liga
369,Răzvan Dincă Raț,8,3,2,0,2,0,0.1938224838,37.5,0.0,0.0,0.024227810475,Rayo Vallecano,6,Spain - La Liga
370,Sabin Merino Zuloaga,27,16,7,0,1,5,3.9364403820000002,59.25925925925925,18.51851851851852,31.25,0.14579408822222223,Athletic Club,14,Spain - La Liga
371,Salvador Sevilla López,7,4,2,1,0,1,1.318301098,57.14285714285714,14.285714285714285,25.0,0.1883287282857143,Espanyol,5,Spain - La Liga
372,Samuel Castillejo Azuaga,25,6,10,0,9,1,1.4623469445,24.0,4.0,16.666666666666664,0.058493877779999995,Villarreal,17,Spain - La Liga
373,Samuel García Sánchez,10,3,2,1,1,2,1.251570528,30.0,20.0,66.66666666666666,0.1251570528,Villarreal,7,Spain - La Liga
374,Sandro Ramírez Castillo,10,1,4,1,3,0,1.9301422750000001,10.0,0.0,0.0,0.19301422750000002,Barcelona,5,Spain - La Liga
375,Santiago Mina Lorenzo,24,11,7,1,5,4,3.0515685820000003,45.83333333333333,16.666666666666664,36.36363636363637,0.12714869091666667,Valencia,15,Spain - La Liga
376,Santiago Vergini,8,2,2,0,3,0,0.826662749,25.0,0.0,0.0,0.103332843625,Getafe,5,Spain - La Liga
377,Saúl Berjón Pérez,34,13,8,2,9,4,5.559030788499999,38.23529411764706,11.76470588235294,30.76923076923077,0.16350090554411764,Eibar,19,Spain - La Liga
378,Saúl Ñíguez Esclapez,47,16,16,0,12,4,2.8807713060999998,34.04255319148936,8.51063829787234,25.0,0.06129300651276595,Atlético Madrid,23,Spain - La Liga
379,Sebastián Carlos Cristóforo Pepe,3,1,1,0,1,0,0.11124117800000001,33.33333333333333,0.0,0.0,0.03708039266666667,Sevilla,2,Spain - La Liga
380,Sergi Darder Moll,3,1,2,0,0,0,0.07013013,33.33333333333333,0.0,0.0,0.02337671,Málaga,1,Spain - La Liga
381,Sergi Gómez Solà,2,0,0,0,1,0,0.113253797,0.0,0.0,0.0,0.0566268985,Celta Vigo,2,Spain - La Liga
382,Sergi Roberto Carnicer,16,3,6,1,6,0,0.97758648,18.75,0.0,0.0,0.061099155,Barcelona,13,Spain - La Liga
383,Sergio Busquets i Burgos,6,2,2,0,2,0,0.226354699,33.33333333333333,0.0,0.0,0.037725783166666665,Barcelona,5,Spain - La Liga
384,Sergio Canales Madrazo,24,5,11,0,8,0,0.9852718144,20.833333333333336,0.0,0.0,0.041052992266666664,Real Sociedad,12,Spain - La Liga
385,Sergio Enrich Ametller,44,23,7,0,7,9,7.425821309,52.27272727272727,20.454545454545457,39.130434782608695,0.16876866611363636,Eibar,24,Spain - La Liga
386,Sergio Escudero Palomo,12,5,4,0,2,1,0.843625972,41.66666666666667,8.333333333333332,20.0,0.07030216433333333,Sevilla,9,Spain - La Liga
387,Sergio Ezequiel Araújo,61,24,20,1,11,5,6.911008203,39.34426229508197,8.19672131147541,20.833333333333336,0.11329521644262294,Las Palmas,26,Spain - La Liga
388,Sergio Gontán Gallardo,36,13,6,1,15,3,2.8453621715,36.11111111111111,8.333333333333332,23.076923076923077,0.07903783809722223,Eibar,20,Spain - La Liga
389,Sergio Mendigutxia Iglesias,1,0,1,0,0,0,0.045000456,0.0,0.0,0.0,0.045000456,Sporting Gijón,1,Spain - La Liga
390,Sergio Ramos García,19,4,8,1,4,2,1.1943304557,21.052631578947366,10.526315789473683,50.0,0.06285949766842105,Real Madrid,12,Spain - La Liga
391,Sergio Álvarez Díaz,5,3,2,0,0,2,0.440311583,60.0,40.0,66.66666666666666,0.0880623166,Sporting Gijón,5,Spain - La Liga
392,Shkodran Mustafi,24,4,7,0,7,2,1.986936125,16.666666666666664,8.333333333333332,50.0,0.08278900520833334,Valencia,15,Spain - La Liga
393,Sidnei Rechel da Silva Júnior,6,0,4,0,1,0,0.7177396100000001,0.0,0.0,0.0,0.11962326833333335,RC Deportivo La Coruña,5,Spain - La Liga
394,Simone Verdi,6,1,1,0,3,0,0.2076511806,16.666666666666664,0.0,0.0,0.0346085301,Eibar,6,Spain - La Liga
395,Simão Mate,13,3,3,0,1,1,0.783076223,23.076923076923077,7.6923076923076925,33.33333333333333,0.06023663253846154,Levante UD,9,Spain - La Liga
396,Sofiane Feghouli,24,8,7,0,7,1,2.675549959,33.33333333333333,4.166666666666666,12.5,0.11148124829166667,Valencia,11,Spain - La Liga
397,Stefan Savić,2,0,1,1,0,0,0.432464496,0.0,0.0,0.0,0.216232248,Atlético Madrid,2,Spain - La Liga
398,Stefan Šćepović,30,16,5,1,5,6,5.3156517149999996,53.333333333333336,20.0,37.5,0.1771883905,Getafe,18,Spain - La Liga
399,Steven N''Kemboanza Mike Christopher Nzonzi,19,9,5,1,2,3,1.9373808129999999,47.368421052631575,15.789473684210526,33.33333333333333,0.10196741121052631,Sevilla,13,Spain - La Liga
400,Sérgio Paulo Barbosa Valente,23,8,7,0,8,1,2.0180432692,34.78260869565217,4.3478260869565215,12.5,0.08774101170434782,Málaga,15,Spain - La Liga
401,Takashi Inui,36,11,11,2,8,3,2.712040422,30.555555555555557,8.333333333333332,27.27272727272727,0.07533445616666666,Eibar,20,Spain - La Liga
402,Thievy Guivane Bifouma Koulossa,2,1,0,0,1,0,0.096841663,50.0,0.0,0.0,0.0484208315,Granada,2,Spain - La Liga
403,Thomas Teye Partey,10,3,3,2,0,2,1.9881008310000001,30.0,20.0,66.66666666666666,0.1988100831,Atlético Madrid,7,Spain - La Liga
404,Thomas Vermaelen,3,3,0,0,0,1,0.41306553,100.0,33.33333333333333,33.33333333333333,0.13768851000000001,Barcelona,1,Spain - La Liga
405,Théo Bongonda Mbul''Ofeko Batombo,19,5,8,1,5,2,2.333516878,26.31578947368421,10.526315789473683,40.0,0.1228166777894737,Celta Vigo,9,Spain - La Liga
406,Tiago Cardoso Mendes,7,2,5,0,0,1,0.417838628,28.57142857142857,14.285714285714285,50.0,0.05969123257142857,Atlético Madrid,7,Spain - La Liga
407,Tiago Manuel Dias Correia,80,23,27,0,22,3,2.4508808161,28.749999999999996,3.75,13.043478260869565,0.03063601020125,Rayo Vallecano,27,Spain - La Liga
408,Timothée Kolodziejczak,7,2,4,0,1,0,0.965119266,28.57142857142857,0.0,0.0,0.13787418085714284,Sevilla,6,Spain - La Liga
409,Tomás Pina Isla,7,2,3,0,2,0,0.512563164,28.57142857142857,0.0,0.0,0.07322330914285714,Villarreal,6,Spain - La Liga
410,Toni Kroos,20,4,8,0,7,1,0.849344199,20.0,5.0,25.0,0.04246720995,Real Madrid,18,Spain - La Liga
411,Vicente Iborra De La Fuente,32,12,9,2,6,7,6.913816977,37.5,21.875,58.333333333333336,0.21605678053125,Sevilla,18,Spain - La Liga
412,Vincenzo Renato Rennella,5,2,0,0,3,1,0.868483424,40.0,20.0,50.0,0.1736966848,Real Betis,3,Spain - La Liga
413,Víctor Camarasa Ferrando,28,8,13,0,5,2,2.381990513,28.57142857142857,7.142857142857142,25.0,0.08507108975,Levante UD,18,Spain - La Liga
414,Víctor Casadesús Castaño,12,3,3,1,4,3,1.183352612,25.0,25.0,100.0,0.09861271766666667,Levante UD,11,Spain - La Liga
415,Víctor Guillermo Álvarez Delgado,13,3,2,1,6,1,1.6002965200000001,23.076923076923077,7.6923076923076925,33.33333333333333,0.12309973230769232,Espanyol,10,Spain - La Liga
416,Víctor Machín Pérez,24,12,6,0,5,2,3.254054253,50.0,8.333333333333332,16.666666666666664,0.135585593875,Sevilla,15,Spain - La Liga
417,Víctor Rodríguez Romero,45,12,14,1,14,2,3.692365733,26.666666666666668,4.444444444444445,16.666666666666664,0.08205257184444445,Getafe,20,Spain - La Liga
418,Víctor Ruíz Torre,5,1,2,0,2,0,0.287569435,20.0,0.0,0.0,0.057513887,Villarreal,5,Spain - La Liga
419,Víctor Sánchez Mata,24,8,8,1,6,1,1.968166841,33.33333333333333,4.166666666666666,12.5,0.08200695170833333,Espanyol,17,Spain - La Liga
420,Wanderson Maciel Sousa Campos,24,3,8,0,11,0,1.229387171,12.5,0.0,0.0,0.05122446545833333,Getafe,15,Spain - La Liga
421,Weligton Róbson Pena de Oliveira,4,0,4,0,0,0,0.384656812,0.0,0.0,0.0,0.096164203,Málaga,4,Spain - La Liga
422,Willian José da Silva,54,23,17,2,11,9,5.885563353,42.592592592592595,16.666666666666664,39.130434782608695,0.10899191394444445,Las Palmas,21,Spain - La Liga
423,Xabier Etxeita Gorritxategi,10,1,6,1,2,0,0.762317727,10.0,0.0,0.0,0.0762317727,Athletic Club,9,Spain - La Liga
424,Xabier Prieto Argarate,18,10,3,1,2,3,2.236564283,55.55555555555556,16.666666666666664,30.0,0.12425357127777777,Real Sociedad,14,Spain - La Liga
425,Xavier Torres Buigues,8,2,3,0,1,0,0.6152708515,25.0,0.0,0.0,0.0769088564375,Real Betis,4,Spain - La Liga
426,Yannick Ferreira Carrasco,54,17,22,1,13,4,4.201957231,31.48148148148148,7.4074074074074066,23.52941176470588,0.07781402279629629,Atlético Madrid,27,Spain - La Liga
427,Yevhen Konoplyanka,51,21,18,0,11,4,3.657506512,41.17647058823529,7.8431372549019605,19.047619047619047,0.07171581396078432,Sevilla,22,Spain - La Liga
428,Youssef El-Arabi,72,35,18,2,13,16,13.7322250205,48.61111111111111,22.22222222222222,45.714285714285715,0.19072534750694445,Granada,30,Spain - La Liga
429,Yuri Berchiche Izeta,14,2,7,0,3,0,0.3827946545,14.285714285714285,0.0,0.0,0.027342475321428573,Real Sociedad,9,Spain - La Liga
430,Zakaria Bakkali,13,2,5,0,6,1,0.580287428,15.384615384615385,7.6923076923076925,50.0,0.04463749446153846,Valencia,10,Spain - La Liga
431,Zouhair Feddal,11,3,5,0,1,1,1.46310558,27.27272727272727,9.090909090909092,33.33333333333333,0.13300959818181818,Levante UD,10,Spain - La Liga
432,Álvaro Cejudo Carmona,36,11,11,0,10,1,1.2630646795,30.555555555555557,2.7777777777777777,9.090909090909092,0.03508512998611111,Real Betis,20,Spain - La Liga
433,Álvaro Daniel Pereira Barragán,2,0,1,0,1,0,0.0172918123,0.0,0.0,0.0,0.00864590615,Getafe,2,Spain - La Liga
434,Álvaro González Soberón,18,6,6,0,3,0,1.3283382990000001,33.33333333333333,0.0,0.0,0.07379657216666667,Espanyol,14,Spain - La Liga
435,Álvaro Medrán Just,31,13,10,0,7,2,1.780966198,41.935483870967744,6.451612903225806,15.384615384615385,0.05745052251612903,Getafe,13,Spain - La Liga
436,Álvaro Negredo Sánchez,39,11,18,1,8,5,5.913629139,28.205128205128204,12.82051282051282,45.45454545454545,0.1516315163846154,Valencia,18,Spain - La Liga
437,Álvaro Vadillo Cifuentes,1,0,1,0,0,0,0.028535385,0.0,0.0,0.0,0.028535385,Real Betis,1,Spain - La Liga
438,Álvaro Vázquez García,48,16,19,2,6,5,9.287005242,33.33333333333333,10.416666666666668,31.25,0.193479275875,Getafe,25,Spain - La Liga
439,Ángel Lafita Castillo,28,11,8,1,7,3,2.053953095,39.285714285714285,10.714285714285714,27.27272727272727,0.07335546767857141,Getafe,14,Spain - La Liga
440,Ángel Martín Correa,30,14,7,1,4,5,3.487677773,46.666666666666664,16.666666666666664,35.714285714285715,0.11625592576666667,Atlético Madrid,16,Spain - La Liga
441,Ángel Montoro Sánchez,1,0,1,0,0,0,0.0161925,0.0,0.0,0.0,0.0161925,Las Palmas,1,Spain - La Liga
442,Ángel Trujillo Canorea,2,0,1,0,0,0,0.0380407936,0.0,0.0,0.0,0.0190203968,Levante UD,2,Spain - La Liga
443,Éver Maximiliano David Banega,39,20,11,1,7,5,3.2258139927,51.28205128205128,12.82051282051282,25.0,0.0827131793,Sevilla,18,Spain - La Liga
444,Íñigo Lekue Martínez,11,4,3,0,3,1,0.5773723749999999,36.36363636363637,9.090909090909092,25.0,0.05248839772727272,Athletic Club,8,Spain - La Liga
445,Íñigo Martínez Berridi,16,4,5,0,6,1,1.0669415,25.0,6.25,25.0,0.06668384375,Real Sociedad,11,Spain - La Liga
446,Óliver Torres Muñoz,11,2,4,0,3,0,0.43698724180000004,18.181818181818183,0.0,0.0,0.0397261128909091,Atlético Madrid,10,Spain - La Liga
447,Óscar Esau Duarte Gaitán,9,3,3,1,1,1,1.51355295,33.33333333333333,11.11111111111111,33.33333333333333,0.16817255,Espanyol,6,Spain - La Liga
448,Óscar de Marcos Arana,13,4,7,0,2,1,0.66481902,30.76923076923077,7.6923076923076925,25.0,0.05113992461538462,Athletic Club,11,Spain - La Liga
